Date_Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),T
2004-04-25 05:00:00,0.3,763.0,20.0,0.7,471.0,12.5
2004-04-25 06:00:00,0.5,804.0,31.0,1.1,505.0,12.8
2004-04-25 07:00:00,0.6,830.0,41.0,1.4,535.0,13.5
2004-04-25 08:00:00,0.6,833.0,40.0,1.6,553.0,14.4
2004-04-25 09:00:00,0.8,875.0,35.0,2.3,603.0,15.1
2004-04-25 10:00:00,1.0,882.0,44.0,2.5,621.0,16.6
2004-04-25 11:00:00,0.9,862.0,71.0,2.7,635.0,17.2
2004-04-25 12:00:00,1.0,863.0,66.0,2.7,636.0,17.4
2004-04-25 13:00:00,0.8,830.0,46.0,2.2,596.0,17.9
2004-04-25 14:00:00,0.7,807.0,50.0,2.0,584.0,18.3
2004-04-25 15:00:00,0.9,873.0,51.0,3.4,675.0,19.4
2004-04-25 16:00:00,1.3,931.0,64.0,4.5,739.0,20.2
2004-04-25 17:00:00,1.4,918.0,138.0,4.7,748.0,19.6
2004-04-25 18:00:00,1.5,1001.0,137.0,6.0,811.0,18.5
2004-04-25 19:00:00,2.7,1169.0,303.0,11.7,1039.0,17.8
2004-04-25 20:00:00,2.5,1085.0,204.0,8.2,907.0,16.6
2004-04-25 21:00:00,1.4,940.0,95.0,5.1,769.0,15.5
2004-04-25 22:00:00,2.8,1126.0,347.0,13.0,1083.0,14.8
2004-04-25 23:00:00,2.1,978.0,252.0,7.0,858.0,14.5
2004-04-26 00:00:00,1.1,893.0,66.0,3.9,703.0,14.1
2004-04-26 01:00:00,0.7,838.0,45.0,2.2,601.0,14.2
2004-04-26 02:00:00,0.4,803.0,36.0,1.3,527.0,14.1
2004-04-26 03:00:00,0.3,775.0,26.0,0.8,477.0,14.0
2004-04-26 05:00:00,0.4,809.0,21.0,1.2,521.0,13.9
2004-04-26 06:00:00,0.8,898.0,60.0,3.4,676.0,14.0
2004-04-26 07:00:00,1.9,1053.0,155.0,7.5,880.0,14.4
2004-04-26 08:00:00,2.1,1033.0,235.0,8.9,934.0,15.0
2004-04-26 09:00:00,1.4,941.0,89.0,5.3,780.0,16.3
2004-04-26 10:00:00,1.4,941.0,76.0,5.4,782.0,18.3
2004-04-26 11:00:00,1.3,917.0,101.0,5.2,772.0,18.8
2004-04-26 12:00:00,1.5,977.0,109.0,6.6,837.0,19.6
2004-04-26 13:00:00,1.6,994.0,143.0,6.9,851.0,20.2
2004-04-26 14:00:00,1.3,942.0,104.0,5.4,785.0,19.7
2004-04-26 15:00:00,1.4,981.0,107.0,6.0,810.0,20.7
2004-04-26 16:00:00,1.5,984.0,133.0,6.4,832.0,20.0
2004-04-26 17:00:00,2.2,1116.0,171.0,10.7,1003.0,18.6
2004-04-26 18:00:00,3.2,1181.0,405.0,13.9,1114.0,18.3
2004-04-26 19:00:00,3.0,1163.0,334.0,12.5,1068.0,17.8
2004-04-26 20:00:00,2.6,1081.0,236.0,9.3,950.0,17.3
2004-04-26 21:00:00,1.6,1017.0,99.0,6.7,842.0,17.3
2004-04-26 22:00:00,1.5,966.0,93.0,5.3,778.0,16.4
2004-04-26 23:00:00,1.2,924.0,82.0,4.0,709.0,16.0
2004-04-27 00:00:00,0.8,861.0,51.0,2.2,601.0,15.4
2004-04-27 01:00:00,0.7,826.0,41.0,1.7,560.0,15.7
2004-04-27 02:00:00,0.5,846.0,31.0,1.6,557.0,15.6
2004-04-27 03:00:00,0.5,842.0,41.0,1.5,545.0,15.2
2004-04-27 05:00:00,0.7,930.0,38.0,3.3,670.0,15.5
2004-04-27 06:00:00,1.4,1120.0,111.0,8.9,935.0,14.4
2004-04-27 07:00:00,4.1,1518.0,584.0,23.4,1389.0,15.9
2004-04-27 08:00:00,4.6,1461.0,633.0,23.8,1398.0,18.1
2004-04-27 09:00:00,1.9,1075.0,145.0,7.9,896.0,19.6
2004-04-27 10:00:00,1.9,1061.0,155.0,8.2,908.0,22.8
2004-04-27 11:00:00,1.7,1066.0,128.0,8.8,931.0,24.8
2004-04-27 12:00:00,2.4,1179.0,255.0,14.6,1137.0,27.2
2004-04-27 13:00:00,3.0,1251.0,411.0,18.0,1238.0,28.2
2004-04-27 14:00:00,2.0,1120.0,173.0,12.0,1048.0,25.4
2004-04-27 15:00:00,2.7,1187.0,277.0,14.8,1142.0,25.7
2004-04-27 16:00:00,2.2,1145.0,259.0,12.5,1066.0,27.2
2004-04-27 17:00:00,2.9,1215.0,274.0,15.5,1164.0,27.0
2004-04-27 18:00:00,3.4,1317.0,377.0,17.7,1231.0,24.5
2004-04-27 19:00:00,3.9,1388.0,457.0,21.6,1341.0,23.7
2004-04-27 20:00:00,3.6,1295.0,555.0,18.9,1266.0,21.5
2004-04-27 21:00:00,2.5,1153.0,279.0,12.5,1066.0,19.9
2004-04-27 22:00:00,1.8,1078.0,137.0,8.8,932.0,18.9
2004-04-27 23:00:00,2.0,1133.0,203.0,10.9,1012.0,17.9
2004-04-28 00:00:00,1.3,1055.0,101.0,8.0,899.0,17.4
2004-04-28 01:00:00,1.0,953.0,86.0,4.4,735.0,18.1
2004-04-28 02:00:00,0.6,892.0,51.0,2.8,639.0,16.5
2004-04-28 03:00:00,0.6,895.0,47.0,2.7,632.0,14.2
2004-04-28 05:00:00,0.5,856.0,33.0,2.5,619.0,16.3
2004-04-28 06:00:00,1.1,1030.0,95.0,7.5,880.0,13.9
2004-04-28 07:00:00,5.5,1689.0,754.0,30.4,1560.0,15.0
2004-04-28 08:00:00,4.2,1486.0,588.0,22.0,1351.0,16.1
2004-04-28 09:00:00,4.6,1592.0,658.0,24.7,1423.0,19.3
2004-04-28 10:00:00,3.4,1469.0,372.0,18.4,1252.0,24.2
2004-04-28 11:00:00,2.8,1364.0,386.0,16.8,1205.0,26.7
2004-04-28 12:00:00,2.5,1285.0,333.0,14.2,1123.0,27.4
2004-04-28 13:00:00,2.4,1311.0,293.0,15.7,1170.0,28.1
2004-04-28 14:00:00,3.2,1416.0,511.0,21.9,1348.0,27.7
2004-04-28 15:00:00,3.5,1387.0,559.0,20.8,1318.0,28.4
2004-04-28 16:00:00,2.9,1329.0,375.0,16.2,1185.0,28.4
2004-04-28 17:00:00,3.6,1496.0,509.0,19.8,1292.0,27.3
2004-04-28 18:00:00,4.8,1676.0,790.0,28.9,1525.0,24.3
2004-04-28 19:00:00,5.4,1724.0,816.0,28.3,1510.0,23.1
2004-04-28 20:00:00,5.3,1642.0,804.0,24.9,1426.0,21.8
2004-04-28 21:00:00,2.7,1267.0,332.0,13.1,1088.0,19.8
2004-04-28 22:00:00,1.4,1146.0,156.0,8.6,923.0,19.6
2004-04-28 23:00:00,1.6,1216.0,143.0,9.5,960.0,17.9
2004-04-29 00:00:00,1.5,1128.0,117.0,7.8,891.0,17.4
2004-04-29 01:00:00,1.0,1042.0,84.0,5.2,772.0,16.8
2004-04-29 02:00:00,0.6,926.0,60.0,2.8,639.0,15.9
2004-04-29 03:00:00,0.4,898.0,76.0,2.3,608.0,15.6
2004-04-29 05:00:00,0.8,959.0,64.0,4.4,734.0,13.3
2004-04-29 06:00:00,1.5,1097.0,148.0,9.4,956.0,12.9
2004-04-29 07:00:00,4.9,1674.0,635.0,29.8,1547.0,14.8
2004-04-29 08:00:00,7.2,1771.0,1129.0,36.2,1690.0,16.1
2004-04-29 09:00:00,3.5,1408.0,475.0,18.0,1241.0,18.6
2004-04-29 10:00:00,2.1,1156.0,220.0,10.9,1009.0,23.8
2004-04-29 11:00:00,1.5,1042.0,105.0,9.0,941.0,25.4
2004-04-29 12:00:00,2.0,1167.0,190.0,14.4,1128.0,25.6
2004-04-29 13:00:00,3.8,1398.0,516.0,22.3,1360.0,24.9
2004-04-29 14:00:00,3.4,1458.0,346.0,20.9,1321.0,22.4
2004-04-29 15:00:00,4.4,1554.0,565.0,23.1,1379.0,21.7
2004-04-29 16:00:00,3.9,1495.0,483.0,21.2,1331.0,21.4
2004-04-29 17:00:00,4.9,1560.0,651.0,24.8,1424.0,20.8
2004-04-29 18:00:00,5.4,1664.0,657.0,28.6,1519.0,20.2
2004-04-29 19:00:00,6.5,1761.0,830.0,32.6,1610.0,20.2
2004-04-29 20:00:00,4.3,1524.0,435.0,19.2,1275.0,18.6
2004-04-29 21:00:00,2.9,1398.0,209.0,16.3,1189.0,18.2
2004-04-29 22:00:00,2.7,1342.0,202.0,13.7,1106.0,17.8
2004-04-29 23:00:00,2.8,1433.0,174.0,13.6,1104.0,17.0
2004-04-30 00:00:00,2.3,1297.0,170.0,11.1,1019.0,16.2
2004-04-30 01:00:00,1.7,1179.0,116.0,7.6,884.0,15.7
2004-04-30 02:00:00,1.2,1097.0,91.0,5.9,809.0,15.7
2004-04-30 03:00:00,1.0,1054.0,71.0,5.0,761.0,15.7
2004-04-30 05:00:00,0.8,1005.0,48.0,4.5,738.0,15.7
2004-04-30 06:00:00,1.7,1206.0,111.0,9.3,949.0,15.9
2004-04-30 07:00:00,3.0,1458.0,345.0,18.3,1249.0,16.6
2004-04-30 08:00:00,3.4,1405.0,332.0,19.9,1295.0,18.7
2004-04-30 09:00:00,3.3,1381.0,344.0,16.6,1199.0,17.6
2004-04-30 10:00:00,2.7,1315.0,212.0,12.6,1072.0,16.3
2004-04-30 11:00:00,2.6,1332.0,166.0,12.9,1082.0,16.0
2004-04-30 12:00:00,3.2,1362.0,214.0,14.9,1145.0,17.3
2004-04-30 13:00:00,3.4,1399.0,377.0,17.4,1222.0,19.4
2004-04-30 14:00:00,2.6,1310.0,210.0,15.4,1160.0,21.4
2004-04-30 15:00:00,3.4,1399.0,265.0,16.7,1201.0,22.7
2004-04-30 16:00:00,4.0,1524.0,365.0,18.0,1239.0,20.9
2004-04-30 17:00:00,4.5,1487.0,454.0,19.2,1274.0,21.0
2004-04-30 18:00:00,4.2,1480.0,460.0,21.0,1324.0,20.8
2004-04-30 19:00:00,5.7,1626.0,642.0,26.9,1476.0,19.8
2004-04-30 20:00:00,4.4,1449.0,501.0,19.5,1282.0,19.1
2004-04-30 21:00:00,3.1,1363.0,234.0,15.1,1152.0,18.2
2004-04-30 22:00:00,3.0,1371.0,212.0,14.6,1136.0,18.1
2004-04-30 23:00:00,3.1,1406.0,275.0,13.7,1107.0,17.7
2004-05-01 00:00:00,3.5,1425.0,275.0,15.2,1155.0,17.8
